neighbourhood=Union Square - Lower Eastside,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenpoint,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Male,ethnicity=White,total_hiv_cases=Medium,total_aids_cases=Low
neighbourhood=Greenpoint,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenwich Village - SoHo,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Downtown - Heights - Park Slope,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Female,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Sunset Park,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=South Beach - Tottenville,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Central Harlem - Morningside Heights,sex=Female,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Chelsea - Clinton,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenwich Village - SoHo,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=West Queens,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Gramercy Park - Murray Hill,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Unknown,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Stapleton - St. George,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Port Richmond,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fresh Meadows,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Stapleton - St. George,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Stapleton - St. George,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bayside - Little Neck,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fresh Meadows,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=High Bridge - Morrisania,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Flushing - Clearview,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Sunset Park,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Crotona - Tremont,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Chelsea - Clinton,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Coney Island - Sheepshead Bay,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Willowbrook,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Borough Park,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Upper Westside,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Upper Westside,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East Flatbush - Flatbush,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southeast Queens,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Upper Eastside,sex=Male,ethnicity=White,total_hiv_cases=High,total_aids_cases=Low
neighbourhood=Fresh Meadows,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Kingsbridge - Riverdale,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East New York,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Downtown - Heights - Park Slope,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Jamaica,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Northeast Bronx,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Washington Heights - Inwood,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East New York,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenwich Village - SoHo,sex=Male,ethnicity=White,total_hiv_cases=High,total_aids_cases=Medium
neighbourhood=Northeast Bronx,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Flushing - Clearview,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=West Queens,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Canarsie - Flatlands,sex=Male,ethnicity=Hispanic,total_hiv_cases=Medium,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Unknown,sex=Female,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Hunts Point - Mott Haven,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Medium,total_aids_cases=Low
neighbourhood=Northeast Bronx,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Gramercy Park - Murray Hill,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Crotona - Tremont,sex=Female,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Pelham - Throgs Neck,sex=Female,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Unknown,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fresh Meadows,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Port Richmond,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Sunset Park,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Lower Manhattan,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bayside - Little Neck,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Male,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Northeast Bronx,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=Medium
neighbourhood=Fordham - Bronx Park,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Willowbrook,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southeast Queens,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Port Richmond,sex=Female,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Borough Park,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Central Harlem - Morningside Heights,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=Medium
neighbourhood=Williamsburg - Bushwick,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Union Square - Lower Eastside,sex=Male,ethnicity=White,total_hiv_cases=High,total_aids_cases=Medium
neighbourhood=Port Richmond,sex=Female,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East Harlem,sex=Male,ethnicity=White,total_hiv_cases=Medium,total_aids_cases=Medium
neighbourhood=Flushing - Clearview,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Williamsburg - Bushwick,sex=Female,ethnicity=Hispanic,total_hiv_cases=Medium,total_aids_cases=Low
neighbourhood=Rockaway,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bayside - Little Neck,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Washington Heights - Inwood,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Stapleton - St. George,sex=Female,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Long Island City - Astoria,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=Low
neighbourhood=Gramercy Park - Murray Hill,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Willowbrook,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East Flatbush - Flatbush,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Lower Manhattan,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Central Harlem - Morningside Heights,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Williamsburg - Bushwick,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Lower Manhattan,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Borough Park,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East Harlem,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Ridgewood - Forest Hills,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Willowbrook,sex=Male,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=High Bridge - Morrisania,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Kingsbridge - Riverdale,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Jamaica,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Jamaica,sex=Female,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenwich Village - SoHo,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Downtown - Heights - Park Slope,sex=Male,ethnicity=White,total_hiv_cases=High,total_aids_cases=Medium
neighbourhood=Fresh Meadows,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Washington Heights - Inwood,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Kingsbridge - Riverdale,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Hunts Point - Mott Haven,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Lower Manhattan,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Jamaica,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Central Harlem - Morningside Heights,sex=Male,ethnicity=White,total_hiv_cases=High,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fordham - Bronx Park,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Union Square - Lower Eastside,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=Medium
neighbourhood=Hunts Point - Mott Haven,sex=Female,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Hunts Point - Mott Haven,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=High Bridge - Morrisania,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Lower Manhattan,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Gramercy Park - Murray Hill,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=Medium
neighbourhood=Borough Park,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=South Beach - Tottenville,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Female,ethnicity=Hispanic,total_hiv_cases=Medium,total_aids_cases=Medium
neighbourhood=Crotona - Tremont,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenpoint,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fordham - Bronx Park,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenpoint,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Rockaway,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Willowbrook,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southeast Queens,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Crotona - Tremont,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East New York,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Central Harlem - Morningside Heights,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Sunset Park,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenpoint,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Northeast Bronx,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Flushing - Clearview,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Willowbrook,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Crotona - Tremont,sex=Female,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southeast Queens,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Union Square - Lower Eastside,sex=Male,ethnicity=Black,total_hiv_cases=Medium,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Central Harlem - Morningside Heights,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenpoint,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Port Richmond,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Kingsbridge - Riverdale,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bensonhurst - Bay Ridge,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Ridgewood - Forest Hills,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East Harlem,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East New York,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Crotona - Tremont,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=South Beach - Tottenville,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenwich Village - SoHo,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Washington Heights - Inwood,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=West Queens,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fresh Meadows,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Upper Westside,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Unknown,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Lower Manhattan,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Canarsie - Flatlands,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Jamaica,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Washington Heights - Inwood,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=East Flatbush - Flatbush,sex=Female,ethnicity=Hispanic,total_hiv_cases=Medium,total_aids_cases=Low
neighbourhood=Fordham - Bronx Park,sex=Male,ethnicity=White,total_hiv_cases=Medium,total_aids_cases=Low
neighbourhood=Kingsbridge - Riverdale,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Rockaway,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenpoint,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Downtown - Heights - Park Slope,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Unknown,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bayside - Little Neck,sex=Male,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Chelsea - Clinton,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=East New York,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Gramercy Park - Murray Hill,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bayside - Little Neck,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Canarsie - Flatlands,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Greenwich Village - SoHo,sex=Female,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Washington Heights - Inwood,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Greenwich Village - SoHo,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Downtown - Heights - Park Slope,sex=Male,ethnicity=Hispanic,total_hiv_cases=High,total_aids_cases=Low
neighbourhood=South Beach - Tottenville,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Coney Island - Sheepshead Bay,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Sunset Park,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Long Island City - Astoria,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=South Beach - Tottenville,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Jamaica,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Port Richmond,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Kingsbridge - Riverdale,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Rockaway,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Lower Manhattan,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fordham - Bronx Park,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Male,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bayside - Little Neck,sex=Female,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southeast Queens,sex=Female,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Pelham - Throgs Neck,sex=Male,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southeast Queens,sex=Male,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=East New York,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Ridgewood - Forest Hills,sex=Female,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Hunts Point - Mott Haven,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Gramercy Park - Murray Hill,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Stapleton - St. George,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Lower Manhattan,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bayside - Little Neck,sex=Male,ethnicity=White,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Bedford Stuyvesant - Crown Heights,sex=Female,ethnicity=Black,total_hiv_cases=High,total_aids_cases=High
neighbourhood=Coney Island - Sheepshead Bay,sex=Male,ethnicity=Asian/Pacific Islander,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Port Richmond,sex=Male,ethnicity=Hispanic,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Flushing - Clearview,sex=Female,ethnicity=Black,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Southwest Queens,sex=Male,ethnicity=Unknown,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Fordham - Bronx Park,sex=Female,ethnicity=Native American,total_hiv_cases=Low,total_aids_cases=Low
neighbourhood=Coney Island - Sheepshead Bay,sex=Female,ethnicity=Multiracial,total_hiv_cases=Low,total_aids_cases=Low
